bins	meanCoverage	standardError	feature	Sample
37	1.08629971065204	0.0310174030983098	cds	group1
38	1.10194468743692	0.0322608732637182	cds	group1
39	1.10608303613485	0.0320394576934834	cds	group1
40	1.11345131552385	0.0335171314643422	cds	group1
41	1.10197833254828	0.0322087014172975	cds	group1
42	1.10073346342776	0.0323459120859427	cds	group1
43	1.09965681986407	0.0323529530696635	cds	group1
44	1.07778749747662	0.0306286592556368	cds	group1
45	1.07842675459256	0.0307019375515464	cds	group1
46	1.08041181616311	0.0302423889096346	cds	group1
47	1.07637440279927	0.0302556147374537	cds	group1
48	1.07391830966961	0.0305039697750704	cds	group1
49	1.07119305564901	0.0306241720008433	cds	group1
50	1.08303613484961	0.0317289096437301	cds	group1
51	1.10043065742548	0.0324899708665251	cds	group1
52	1.11809434089227	0.0332020871572991	cds	group1
53	1.13609447547271	0.0334540663404334	cds	group1
54	1.14763474867102	0.0328151136407709	cds	group1
55	1.11695040710585	0.0314809117032524	cds	group1
56	1.15116748536438	0.0328933916042345	cds	group1
57	1.16126101877397	0.0327644307459227	cds	group1
58	1.18942197698674	0.0337157817259799	cds	group1
59	1.18279389004778	0.0329363494116099	cds	group1
60	1.15604602651235	0.0327388564557049	cds	group1
61	1.15604602651235	0.0318583572396577	cds	group1
62	1.16163111499899	0.0326701350652358	cds	group1
63	1.17024426350851	0.0321230519202343	cds	group1
64	1.1848125967297	0.0333111207544056	cds	group1
65	1.16499562613552	0.0330958705091487	cds	group1
66	1.16529843213781	0.033065825684882	cds	group1
67	1.13511876724312	0.0302053000627105	cds	group1
68	1.13670008747729	0.0298195545165193	cds	group1
69	1.18743691541619	0.0308646377951168	cds	group1
70	1.21707825852904	0.0318985759914992	cds	group1
71	1.26159074086535	0.0337069766487331	cds	group1
72	1.2761927191979	0.0347575926167109	cds	group1
73	1.28255164524595	0.0352964986410098	cds	group1
74	1.31219298835879	0.0355486629991439	cds	group1
75	1.33638382343046	0.0359376602961968	cds	group1
76	1.27911984388668	0.0317461973727192	cds	group1
77	1.28076845434358	0.0316116132722221	cds	group1
78	1.31256308458381	0.032197494420559	cds	group1
79	1.38732252203755	0.0345188768350815	cds	group1
80	1.40666846107261	0.0345737388064449	cds	group1
81	1.38816364982168	0.0328325056092279	cds	group1
82	1.4125900006729	0.033646104822155	cds	group1
83	1.44906130139291	0.0344549048113129	cds	group1
84	1.48216809097638	0.0346493805360008	cds	group1
85	1.51638516923491	0.0344015907679801	cds	group1
86	1.54925644303883	0.0348222908953765	cds	group1
87	1.60789987214858	0.0353750412746341	cds	group1
88	1.64790390956194	0.0359965401260023	cds	group1
89	1.70045757351457	0.0362322889320703	cds	group1
90	1.73443913599354	0.0360699068942011	cds	group1
91	1.80633873898123	0.0367205736147918	cds	group1
92	1.89317677141511	0.0373193484871424	cds	group1
93	2.01029540407779	0.0389434559424972	cds	group1
94	2.10456900612341	0.0398504464938141	cds	group1
95	2.26414776932912	0.0423422685695207	cds	group1
96	2.39990579368818	0.0434578790986178	cds	group1
97	2.55709575398695	0.0458153277600157	cds	group1
98	2.72323531390889	0.0470880520718258	cds	group1
99	2.9626539263845	0.0508529514894548	cds	group1
100	3.041719938093	0.0526966528930794	cds	group1
1	3.72789915966387	0.0603184692067735	threeUTRs	group1
2	3.64766386554622	0.0588457660890422	threeUTRs	group1
3	3.59011764705882	0.0573692382661131	threeUTRs	group1
4	3.46813445378151	0.0553728285469855	threeUTRs	group1
5	3.32255462184874	0.0525332758058183	threeUTRs	group1
6	3.18484033613445	0.0507546908324581	threeUTRs	group1
7	3.04991596638655	0.049002435477616	threeUTRs	group1
8	2.90352941176471	0.0471310755568407	threeUTRs	group1
9	2.78275630252101	0.0457808376974269	threeUTRs	group1
10	2.71297478991597	0.0451232763306201	threeUTRs	group1
11	2.5853781512605	0.0437320036337035	threeUTRs	group1
12	2.50026890756303	0.0431247905569778	threeUTRs	group1
13	2.38208403361345	0.0411911389124386	threeUTRs	group1
14	2.29717647058824	0.0400482637681477	threeUTRs	group1
15	2.23253781512605	0.0395277508665655	threeUTRs	group1
16	2.16904201680672	0.0389328154678217	threeUTRs	group1
17	2.08312605042017	0.0380987401691813	threeUTRs	group1
18	2.00003361344538	0.0367424505057807	threeUTRs	group1
19	1.94900840336134	0.0363390872717686	threeUTRs	group1
20	1.91263865546218	0.0368779849249657	threeUTRs	group1
21	1.87670588235294	0.0364536426728705	threeUTRs	group1
22	1.81747899159664	0.0351929684260668	threeUTRs	group1
23	1.76816806722689	0.0343215350807572	threeUTRs	group1
24	1.71351260504202	0.0343486712785121	threeUTRs	group1
25	1.68416806722689	0.0344665815047692	threeUTRs	group1
26	1.6346218487395	0.0337710970018481	threeUTRs	group1
27	1.58376470588235	0.0331519488295494	threeUTRs	group1
28	1.55082352941176	0.0331447889646196	threeUTRs	group1
29	1.51768067226891	0.0325002843477101	threeUTRs	group1
30	1.47021848739496	0.0317197858788504	threeUTRs	group1
31	1.45236974789916	0.0315294759570297	threeUTRs	group1
32	1.3941512605042	0.0305247453045236	threeUTRs	group1
33	1.36349579831933	0.0301027145435373	threeUTRs	group1
34	1.34571428571429	0.0300873620944445	threeUTRs	group1
35	1.3163025210084	0.0289033111289443	threeUTRs	group1
36	1.29751260504202	0.028744828191158	threeUTRs	group1
37	1.27613445378151	0.0284103530377354	threeUTRs	group1
38	1.24813445378151	0.0277407910846285	threeUTRs	group1
39	1.24346218487395	0.0277847724951036	threeUTRs	group1
40	1.22480672268908	0.0277024007104901	threeUTRs	group1
41	1.21519327731092	0.0286516866826154	threeUTRs	group1
42	1.20235294117647	0.0281216472845768	threeUTRs	group1
43	1.18174789915966	0.0275853758009375	threeUTRs	group1
44	1.17280672268908	0.0277866633539814	threeUTRs	group1
45	1.16302521008403	0.0277397943106383	threeUTRs	group1
46	1.13778151260504	0.0273558208188223	threeUTRs	group1
47	1.12208403361345	0.0270821009671523	threeUTRs	group1
48	1.08410084033613	0.0256989074156979	threeUTRs	group1
49	1.07095798319328	0.0255528658518394	threeUTRs	group1
50	1.05048739495798	0.025177278965609	threeUTRs	group1
51	1.06080672268908	0.0259931514948247	threeUTRs	group1
52	1.05593277310924	0.0259355328214232	threeUTRs	group1
53	1.0556974789916	0.0261422948276228	threeUTRs	group1
54	1.0392268907563	0.0254280872881597	threeUTRs	group1
55	1.02208403361345	0.0256642581568596	threeUTRs	group1
56	1.00709243697479	0.0250302638324897	threeUTRs	group1
57	1.00194957983193	0.0253603815713008	threeUTRs	group1
58	1.01072268907563	0.025329435494975	threeUTRs	group1
59	1.0032268907563	0.0251750691354818	threeUTRs	group1
60	0.984033613445378	0.0244626734598996	threeUTRs	group1
61	0.974621848739496	0.0242446706570519	threeUTRs	group1
62	0.971394957983193	0.0245560102055795	threeUTRs	group1
63	0.977848739495798	0.0248411039206012	threeUTRs	group1
64	0.962016806722689	0.0243995364800927	threeUTRs	group1
65	0.964201680672269	0.0240397492925317	threeUTRs	group1
66	0.952134453781513	0.0240736360832696	threeUTRs	group1
