x	y	utr5_SF	utr3_SF	Sample
0	0.315585254610951	0	1	group1
0.00195694716242661	0.33246911138288	0	1	group1
0.00391389432485323	0.34932761554112	0	1	group1
0.00587084148727984	0.366101455716656	0	1	group1
0.00782778864970646	0.382664962277632	0	1	group1
0.00978473581213307	0.398992046776409	0	1	group1
0.0117416829745597	0.415034444381275	0	1	group1
0.0136986301369863	0.430746221227537	0	1	group1
0.0156555772994129	0.446083829771558	0	1	group1
0.0176125244618395	0.460867991923751	0	1	group1
0.0195694716242661	0.475161519714189	0	1	group1
0.0215264187866928	0.48894949391406	0	1	group1
0.0234833659491194	0.502208524535339	0	1	group1
0.025440313111546	0.514918552010219	0	1	group1
0.0273972602739726	0.526923143855312	0	1	group1
0.0293542074363992	0.538302273818718	0	1	group1
0.0313111545988258	0.549097393249015	0	1	group1
0.0332681017612524	0.559309285224772	0	1	group1
0.0352250489236791	0.568941499828585	0	1	group1
0.0371819960861057	0.577894394316998	0	1	group1
0.0391389432485323	0.586224937021804	0	1	group1
0.0410958904109589	0.594020519558012	0	1	group1
0.0430528375733855	0.601298436302233	0	1	group1
0.0450097847358121	0.608077344076573	0	1	group1
0.0469667318982387	0.614314092127141	0	1	group1
0.0489236790606654	0.620031123994619	0	1	group1
0.050880626223092	0.625334162175512	0	1	group1
0.0528375733855186	0.630246239201436	0	1	group1
0.0547945205479452	0.634790426542788	0	1	group1
0.0567514677103718	0.63896086212353	0	1	group1
0.0587084148727984	0.642753466945816	0	1	group1
0.0606653620352251	0.646265894794638	0	1	group1
0.0626223091976517	0.649518787952596	0	1	group1
0.0645792563600783	0.652532116304797	0	1	group1
0.0665362035225049	0.65531652734953	0	1	group1
0.0684931506849315	0.657855242284299	0	1	group1
0.0704500978473581	0.660223624106834	0	1	group1
0.0724070450097847	0.662436562184203	0	1	group1
0.0743639921722114	0.664508159871446	0	1	group1
0.076320939334638	0.666451736810087	0	1	group1
0.0782778864970646	0.668250078589206	0	1	group1
0.0802348336594912	0.669952911578299	0	1	group1
0.0821917808219178	0.67157008598694	0	1	group1
0.0841487279843444	0.673110385506902	0	1	group1
0.086105675146771	0.674582006392472	0	1	group1
0.0880626223091977	0.675979573090941	0	1	group1
0.0900195694716243	0.6773252658093	0	1	group1
0.0919765166340509	0.678627738708876	0	1	group1
0.0939334637964775	0.679892168557309	0	1	group1
0.0958904109589041	0.681123379252057	0	1	group1
0.0978473581213307	0.682321134516363	0	1	group1
0.0998043052837573	0.68349469268275	0	1	group1
0.101761252446184	0.684650188894432	0	1	group1
0.103718199608611	0.685790761910066	0	1	group1
0.105675146771037	0.686919371310821	0	1	group1
0.107632093933464	0.68803798475059	0	1	group1
0.10958904109589	0.689150915123031	0	1	group1
0.111545988258317	0.690261703307458	0	1	group1
0.113502935420744	0.691372520884861	0	1	group1
0.11545988258317	0.692485467095316	0	1	group1
0.117416829745597	0.693603426700297	0	1	group1
0.119373776908024	0.694730155357405	0	1	group1
0.12133072407045	0.695866592665477	0	1	group1
0.123287671232877	0.69701455409743	0	1	group1
0.125244618395303	0.698175831815894	0	1	group1
0.12720156555773	0.699353405166058	0	1	group1
0.129158512720157	0.700553203662297	0	1	group1
0.131115459882583	0.701773108389947	0	1	group1
0.13307240704501	0.703014775498482	0	1	group1
0.135029354207436	0.704279833344598	0	1	group1
0.136986301369863	0.705570399805995	0	1	group1
0.13894324853229	0.706896365438607	0	1	group1
0.140900195694716	0.708251673262581	0	1	group1
0.142857142857143	0.709637659868875	0	1	group1
0.144814090019569	0.711055593000468	0	1	group1
0.146771037181996	0.712506669994296	0	1	group1
0.148727984344423	0.714002328827094	0	1	group1
0.150684931506849	0.715534992284762	0	1	group1
0.152641878669276	0.717104303544941	0	1	group1
0.154598825831703	0.718710832264855	0	1	group1
0.156555772994129	0.72035503586036	0	1	group1
0.158512720156556	0.722046324385442	0	1	group1
0.160469667318982	0.723778702310986	0	1	group1
0.162426614481409	0.725548946688992	0	1	group1
0.164383561643836	0.727356712970807	0	1	group1
0.166340508806262	0.729201534304466	0	1	group1
0.168297455968689	0.731089432536536	0	1	group1
0.170254403131115	0.733016761147614	0	1	group1
0.172211350293542	0.73497778280915	0	1	group1
0.174168297455969	0.736971296569656	0	1	group1
0.176125244618395	0.738996006867071	0	1	group1
0.178082191780822	0.741054336161925	0	1	group1
0.180039138943249	0.743144668064898	0	1	group1
0.181996086105675	0.745260064439866	0	1	group1
0.183953033268102	0.747398751275848	0	1	group1
0.185909980430528	0.749558905442237	0	1	group1
0.187866927592955	0.751740160383694	0	1	group1
0.189823874755382	0.753941629604455	0	1	group1
0.191780821917808	0.756156938838406	0	1	group1
0.193737769080235	0.758384067311062	0	1	group1
0.195694716242661	0.760620981261374	0	1	group1
0.197651663405088	0.762865829236676	0	1	group1
0.199608610567515	0.765116539115947	0	1	group1
0.201565557729941	0.767368952814303	0	1	group1
0.203522504892368	0.769621004511109	0	1	group1
0.205479452054795	0.771870628230321	0	1	group1
0.207436399217221	0.774115757942264	0	1	group1
0.209393346379648	0.776351061770635	0	1	group1
0.211350293542074	0.778575768564759	0	1	group1
0.213307240704501	0.780787857735353	0	1	group1
0.215264187866928	0.782985255746205	0	1	group1
0.217221135029354	0.785165886425046	0	1	group1
0.219178082191781	0.787321738237491	0	1	group1
0.221135029354207	0.789453627616195	0	1	group1
0.223091976516634	0.791560561217585	0	1	group1
0.225048923679061	0.793640455076609	0	1	group1
0.227005870841487	0.795691229259696	0	1	group1
0.228962818003914	0.797703412691953	0	1	group1
0.230919765166341	0.79967713420425	0	1	group1
0.232876712328767	0.801613733796517	0	1	group1
0.234833659491194	0.803511257970066	0	1	group1
0.23679060665362	0.805367792439116	0	1	group1
0.238747553816047	0.807173975464115	0	1	group1
0.240704500978474	0.808927301721603	0	1	group1
0.2426614481409	0.81063285468042	0	1	group1
0.244618395303327	0.812289166832041	0	1	group1
0.246575342465753	0.813894869102251	0	1	group1
0.24853228962818	0.815442566999568	0	1	group1
0.250489236790607	0.816925901324055	0	1	group1
0.252446183953033	0.818354728702411	0	1	group1
0.25440313111546	0.819728514101671	0	1	group1
0.256360078277887	0.821046873139148	0	1	group1
0.258317025440313	0.82230593795368	0	1	group1
0.26027397260274	0.823495530352879	0	1	group1
0.262230919765166	0.824630157493747	0	1	group1
0.264187866927593	0.825710492286189	0	1	group1
0.26614481409002	0.826737367166208	0	1	group1
0.268101761252446	0.827710937580804	0	1	group1
0.270058708414873	0.828618755151953	0	1	group1
0.272015655577299	0.829478238014075	0	1	group1
0.273972602739726	0.830291165952415	0	1	group1
0.275929549902153	0.831059432512191	0	1	group1
0.277886497064579	0.831785042777278	0	1	group1
0.279843444227006	0.832459816199188	0	1	group1
0.281800391389432	0.833097239107139	0	1	group1
0.283757338551859	0.833701028718952	0	1	group1
0.285714285714286	0.83427365687944	0	1	group1
0.287671232876712	0.834817630731827	0	1	group1
0.289628180039139	0.835330422380569	0	1	group1
0.291585127201566	0.83581995912784	0	1	group1
0.293542074363992	0.836290817170279	0	1	group1
0.295499021526419	0.836745489211861	0	1	group1
0.297455968688845	0.837186436994857	0	1	group1
0.299412915851272	0.837614729579931	0	1	group1
0.301369863013699	0.838034792622651	0	1	group1
0.303326810176125	0.838450199219429	0	1	group1
0.305283757338552	0.838863065883965	0	1	group1
0.307240704500978	0.839275442518194	0	1	group1
0.309197651663405	0.839689934034576	0	1	group1
0.311154598825832	0.840109759282169	0	1	group1
0.313111545988258	0.840536228384391	0	1	group1
0.315068493150685	0.840970908537347	0	1	group1
0.317025440313112	0.841415291170827	0	1	group1
0.318982387475538	0.841871956327648	0	1	group1
0.320939334637965	0.842344739034659	0	1	group1
0.322896281800391	0.842832138939786	0	1	group1
0.324853228962818	0.843335161547368	0	1	group1
0.326810176125245	0.843854744139033	0	1	group1
0.328767123287671	0.844392494772252	0	1	group1
0.330724070450098	0.844953955284245	0	1	group1
0.332681017612524	0.845534875907721	0	1	group1
0.334637964774951	0.8461358047846	0	1	group1
0.336594911937378	0.846757245979917	0	1	group1
0.338551859099804	0.847399660538457	0	1	group1
0.340508806262231	0.848070259266609	0	1	group1
0.342465753424658	0.848763124739497	0	1	group1
0.344422700587084	0.849478383249092	0	1	group1
0.346379647749511	0.850216355208423	0	1	group1
0.348336594911937	0.850977358956182	0	1	group1
0.350293542074364	0.851767930053593	0	1	group1
0.352250489236791	0.85258391386627	0	1	group1
0.354207436399217	0.853424359529365	0	1	group1
0.356164383561644	0.854289716178569	0	1	group1
0.35812133072407	0.855180468046663	0	1	group1
0.360078277886497	0.856102809059185	0	1	group1
0.362035225048924	0.857055065445894	0	1	group1
0.36399217221135	0.858035155829731	0	1	group1
0.365949119373777	0.859043833297234	0	1	group1
0.367906066536204	0.860081887794151	0	1	group1
0.36986301369863	0.861155250467395	0	1	group1
0.371819960861057	0.86226526963859	0	1	group1
0.373776908023483	0.863408115905894	0	1	group1
0.37573385518591	0.864584700834405	0	1	group1
0.377690802348337	0.865795928429151	0	1	group1
0.379647749510763	0.867046825189004	0	1	group1
0.38160469667319	0.86834217492652	0	1	group1
0.383561643835616	0.869675386240698	0	1	group1
0.385518590998043	0.871047113536957	0	1	group1
0.38747553816047	0.872457942621816	0	1	group1
0.389432485322896	0.87391091992049	0	1	group1
0.391389432485323	0.875414248173876	0	1	group1
0.39334637964775	0.876957966870595	0	1	group1
0.395303326810176	0.878542084158622	0	1	group1
0.397260273972603	0.880166509202498	0	1	group1
0.399217221135029	0.881831608832649	0	1	group1
0.401174168297456	0.883548249226404	0	1	group1
0.403131115459883	0.885303649867684	0	1	group1
0.405088062622309	0.887097099742798	0	1	group1
0.407045009784736	0.888927809983954	0	1	group1
0.409001956947162	0.89079491528119	0	1	group1
0.410958904109589	0.892706903019725	0	1	group1
0.412915851272016	0.89465347471686	0	1	group1
0.414872798434442	0.896632243250345	0	1	group1
0.416829745596869	0.898642014300211	0	1	group1
0.418786692759296	0.900681566892291	0	1	group1
0.420743639921722	0.902755777777112	0	1	group1
0.422700587084149	0.904858445048124	0	1	group1
0.424657534246575	0.906985952655796	0	1	group1
0.426614481409002	0.909137051311534	0	1	group1
0.428571428571429	0.911310502506404	0	1	group1
