bins	meanCoverage	standardError	feature	Sample
8	0.177783736676275	0.00947199602207379	downstream	group1
9	0.175571495609037	0.00938221099415894	downstream	group1
10	0.17221961520413	0.00905178887711184	downstream	group1
11	0.168364952738486	0.00897964371847699	downstream	group1
12	0.162298049205604	0.00825367355087626	downstream	group1
13	0.158175236307569	0.00796425852826684	downstream	group1
14	0.150331836160086	0.00681464136988664	downstream	group1
15	0.148890527585976	0.00679779253193805	downstream	group1
16	0.147918482268553	0.00683665538643607	downstream	group1
17	0.145337534356774	0.00673512554280452	downstream	group1
18	0.142186766776161	0.00664806946232976	downstream	group1
19	0.139806931688677	0.00638909934163814	downstream	group1
20	0.14044378896561	0.00651117805349669	downstream	group1
21	0.137929878661929	0.00682062830191441	downstream	group1
22	0.137393577797144	0.00681670707660653	downstream	group1
23	0.134075216196286	0.0060960751146688	downstream	group1
24	0.131326674264262	0.00596357110966431	downstream	group1
25	0.130187034926594	0.00592907779161554	downstream	group1
26	0.130153516122545	0.00679076325466641	downstream	group1
27	0.127371455386472	0.0060937053292424	downstream	group1
28	0.126466447677147	0.0060739312583481	downstream	group1
29	0.127237380170276	0.00610190635083657	downstream	group1
30	0.127539049406717	0.00610988384459682	downstream	group1
31	0.128578132332238	0.00625769612787017	downstream	group1
32	0.126131259636656	0.00568134642321301	downstream	group1
33	0.123851980961319	0.00561000107546071	downstream	group1
34	0.121773815110277	0.00548229653073354	downstream	group1
35	0.119360461218744	0.00548550923675486	downstream	group1
36	0.118824160353959	0.00547790622781626	downstream	group1
37	0.118120265468928	0.00539315494143411	downstream	group1
38	0.116779513306965	0.00535567096138944	downstream	group1
39	0.117215257759603	0.00547106475761339	downstream	group1
40	0.118723603941811	0.00550427189880931	downstream	group1
41	0.118287859489173	0.0053214104274817	downstream	group1
42	0.11698062613126	0.0052896636681603	downstream	group1
43	0.115505798753101	0.00536498021030449	downstream	group1
44	0.113260038881813	0.00518265052147975	downstream	group1
45	0.111852249111752	0.00518475888859977	downstream	group1
46	0.111986324327948	0.0052772357381722	downstream	group1
47	0.113595226922303	0.00552856451715059	downstream	group1
48	0.116176174834082	0.00589686849562985	downstream	group1
49	0.118287859489173	0.00643113930693331	downstream	group1
50	0.117852115036536	0.00581439096973064	downstream	group1
51	0.126131259636656	0.00614386916234882	downstream	group1
52	0.125092176711135	0.00611957104868227	downstream	group1
53	0.126667560501441	0.00627844863186755	downstream	group1
54	0.128209425487699	0.00694786184889961	downstream	group1
55	0.130052959710398	0.00710985134484416	downstream	group1
56	0.131192599048066	0.00728724520478123	downstream	group1
57	0.129181470805122	0.00719645520011685	downstream	group1
58	0.128779245156533	0.00711015440428498	downstream	group1
59	0.125829590400215	0.00656206422907625	downstream	group1
60	0.124354763022055	0.00642738920585242	downstream	group1
61	0.125058657907086	0.00647578239138432	downstream	group1
62	0.129516658845612	0.00755023604419035	downstream	group1
